dna_type,filepath,ftp_basename,length_of_seqs,num_of_seqs
plasmid,/home/mitsuki/out/altorf/genome/fasta/GCF_001702135.1_ASM170213v1_plasmid.fna,GCF_001702135.1_ASM170213v1,14963:3920:5759:11167,4
chromosome,/home/mitsuki/out/altorf/genome/fasta/GCF_000024365.1_ASM2436v1_chromosome.fna,GCF_000024365.1_ASM2436v1,6060298,1
plasmid,/home/mitsuki/out/altorf/genome/fasta/GCF_000024365.1_ASM2436v1_plasmid.fna,GCF_000024365.1_ASM2436v1,,0
chromosome,/home/mitsuki/out/altorf/genome/fasta/GCF_000024865.1_ASM2486v1_chromosome.fna,GCF_000024865.1_ASM2486v1,10341314,1
plasmid,/home/mitsuki/out/altorf/genome/fasta/GCF_000024865.1_ASM2486v1_plasmid.fna,GCF_000024865.1_ASM2486v1,28204,1
chromosome,/home/mitsuki/out/altorf/genome/fasta/GCF_000024025.1_ASM2402v1_chromosome.fna,GCF_000024025.1_ASM2402v1,10467782,1
plasmid,/home/mitsuki/out/altorf/genome/fasta/GCF_000024025.1_ASM2402v1_plasmid.fna,GCF_000024025.1_ASM2402v1,,0
chromosome,/home/mitsuki/out/altorf/genome/fasta/GCF_000024985.1_ASM2498v1_chromosome.fna,GCF_000024985.1_ASM2498v1,2741033:1252731,2
plasmid,/home/mitsuki/out/altorf/genome/fasta/GCF_000024985.1_ASM2498v1_plasmid.fna,GCF_000024985.1_ASM2498v1,,0
chromosome,/home/mitsuki/out/altorf/genome/fasta/GCF_000024345.1_ASM2434v1_chromosome.fna,GCF_000024345.1_ASM2434v1,7579488,1
plasmid,/home/mitsuki/out/altorf/genome/fasta/GCF_000024345.1_ASM2434v1_plasmid.fna,GCF_000024345.1_ASM2434v1,,0
chromosome,/home/mitsuki/out/altorf/genome/fasta/GCF_000024945.1_ASM2494v1_chromosome.fna,GCF_000024945.1_ASM2494v1,2132142,1
plasmid,/home/mitsuki/out/altorf/genome/fasta/GCF_000024945.1_ASM2494v1_plasmid.fna,GCF_000024945.1_ASM2494v1,,0
chromosome,/home/mitsuki/out/altorf/genome/fasta/GCF_000024265.1_ASM2426v1_chromosome.fna,GCF_000024265.1_ASM2426v1,3632260,1
plasmid,/home/mitsuki/out/altorf/genome/fasta/GCF_000024265.1_ASM2426v1_plasmid.fna,GCF_000024265.1_ASM2426v1,,0
chromosome,/home/mitsuki/out/altorf/genome/fasta/GCF_000757785.1_ASM75778v1_chromosome.fna,GCF_000757785.1_ASM75778v1,5489680,1
plasmid,/home/mitsuki/out/altorf/genome/fasta/GCF_000757785.1_ASM75778v1_plasmid.fna,GCF_000757785.1_ASM75778v1,,0
chromosome,/home/mitsuki/out/altorf/genome/fasta/GCF_001022135.1_ASM102213v1_chromosome.fna,GCF_001022135.1_ASM102213v1,5529134,1
plasmid,/home/mitsuki/out/altorf/genome/fasta/GCF_001022135.1_ASM102213v1_plasmid.fna,GCF_001022135.1_ASM102213v1,215092:295619:82986:43621,4
chromosome,/home/mitsuki/out/altorf/genome/fasta/GCF_000012585.1_ASM1258v1_chromosome.fna,GCF_000012585.1_ASM1258v1,2572079,1
plasmid,/home/mitsuki/out/altorf/genome/fasta/GCF_000012585.1_ASM1258v1_plasmid.fna,GCF_000012585.1_ASM1258v1,,0
chromosome,/home/mitsuki/out/altorf/genome/fasta/GCF_001572725.1_ASM157272v1_chromosome.fna,GCF_001572725.1_ASM157272v1,4922834,1
plasmid,/home/mitsuki/out/altorf/genome/fasta/GCF_001572725.1_ASM157272v1_plasmid.fna,GCF_001572725.1_ASM157272v1,,0
chromosome,/home/mitsuki/out/altorf/genome/fasta/GCF_000144405.1_ASM14440v1_chromosome.fna,GCF_000144405.1_ASM14440v1,1796408:1371874,2
plasmid,/home/mitsuki/out/altorf/genome/fasta/GCF_000144405.1_ASM14440v1_plasmid.fna,GCF_000144405.1_ASM14440v1,,0
chromosome,/home/mitsuki/out/altorf/genome/fasta/GCF_000418365.1_ASM41836v1_chromosome.fna,GCF_000418365.1_ASM41836v1,2751233,1
plasmid,/home/mitsuki/out/altorf/genome/fasta/GCF_000418365.1_ASM41836v1_plasmid.fna,GCF_000418365.1_ASM41836v1,,0
chromosome,/home/mitsuki/out/altorf/genome/fasta/GCF_001499655.1_PNK1_chromosome.fna,GCF_001499655.1_PNK1,2885090,1
plasmid,/home/mitsuki/out/altorf/genome/fasta/GCF_001499655.1_PNK1_plasmid.fna,GCF_001499655.1_PNK1,145285,1
chromosome,/home/mitsuki/out/altorf/genome/fasta/GCF_001499615.1_Acetobacter_senegalensis_108B_chromosome.fna,GCF_001499615.1_Acetobacter_senegalensis_108B,3889881,1
plasmid,/home/mitsuki/out/altorf/genome/fasta/GCF_001499615.1_Acetobacter_senegalensis_108B_plasmid.fna,GCF_001499615.1_Acetobacter_senegalensis_108B,80028,1
chromosome,/home/mitsuki/out/altorf/genome/fasta/GCF_000025205.1_ASM2520v1_chromosome.fna,GCF_000025205.1_ASM2520v1,1617545,1
plasmid,/home/mitsuki/out/altorf/genome/fasta/GCF_000025205.1_ASM2520v1_plasmid.fna,GCF_000025205.1_ASM2520v1,,0
chromosome,/home/mitsuki/out/altorf/genome/fasta/GCF_001305615.1_ASM130561v1_chromosome.fna,GCF_001305615.1_ASM130561v1,3649316,1
plasmid,/home/mitsuki/out/altorf/genome/fasta/GCF_001305615.1_ASM130561v1_plasmid.fna,GCF_001305615.1_ASM130561v1,184737:157294:156079,3
chromosome,/home/mitsuki/out/altorf/genome/fasta/GCF_000935025.1_ASM93502v1_chromosome.fna,GCF_000935025.1_ASM93502v1,5191536,1
plasmid,/home/mitsuki/out/altorf/genome/fasta/GCF_000935025.1_ASM93502v1_plasmid.fna,GCF_000935025.1_ASM93502v1,36853,1
chromosome,/home/mitsuki/out/altorf/genome/fasta/GCF_000271665.2_ASM27166v2_chromosome.fna,GCF_000271665.2_ASM27166v2,5380816,1
plasmid,/home/mitsuki/out/altorf/genome/fasta/GCF_000271665.2_ASM27166v2_plasmid.fna,GCF_000271665.2_ASM27166v2,,0
chromosome,/home/mitsuki/out/altorf/genome/fasta/GCF_000196355.1_ASM19635v1_chromosome.fna,GCF_000196355.1_ASM19635v1,3184243,1
plasmid,/home/mitsuki/out/altorf/genome/fasta/GCF_000196355.1_ASM19635v1_plasmid.fna,GCF_000196355.1_ASM19635v1,18871:17036:14159,3
chromosome,/home/mitsuki/out/altorf/genome/fasta/GCF_000016065.1_ASM1606v1_chromosome.fna,GCF_000016065.1_ASM1606v1,4602594,1
plasmid,/home/mitsuki/out/altorf/genome/fasta/GCF_000016065.1_ASM1606v1_plasmid.fna,GCF_000016065.1_ASM1606v1,,0
chromosome,/home/mitsuki/out/altorf/genome/fasta/GCF_001444425.1_ASM144442v1_chromosome.fna,GCF_001444425.1_ASM144442v1,3345119,1
plasmid,/home/mitsuki/out/altorf/genome/fasta/GCF_001444425.1_ASM144442v1_plasmid.fna,GCF_001444425.1_ASM144442v1,,0
chromosome,/home/mitsuki/out/altorf/genome/fasta/GCF_001677275.1_ASM167727v1_chromosome.fna,GCF_001677275.1_ASM167727v1,2807405:1343833,2
plasmid,/home/mitsuki/out/altorf/genome/fasta/GCF_001677275.1_ASM167727v1_plasmid.fna,GCF_001677275.1_ASM167727v1,340942,1
chromosome,/home/mitsuki/out/altorf/genome/fasta/GCF_000950575.1_ASM95057v1_chromosome.fna,GCF_000950575.1_ASM95057v1,3595718,1
plasmid,/home/mitsuki/out/altorf/genome/fasta/GCF_000950575.1_ASM95057v1_plasmid.fna,GCF_000950575.1_ASM95057v1,3716,1
chromosome,/home/mitsuki/out/altorf/genome/fasta/GCF_000746585.1_ASM74658v2_chromosome.fna,GCF_000746585.1_ASM74658v2,1851238,1
plasmid,/home/mitsuki/out/altorf/genome/fasta/GCF_000746585.1_ASM74658v2_plasmid.fna,GCF_000746585.1_ASM74658v2,47058:19268,2
chromosome,/home/mitsuki/out/altorf/genome/fasta/GCF_001281505.1_ASM128150v1_chromosome.fna,GCF_001281505.1_ASM128150v1,1915154,1
plasmid,/home/mitsuki/out/altorf/genome/fasta/GCF_001281505.1_ASM128150v1_plasmid.fna,GCF_001281505.1_ASM128150v1,,0
chromosome,/home/mitsuki/out/altorf/genome/fasta/GCF_000477435.1_ASM47743v1_chromosome.fna,GCF_000477435.1_ASM47743v1,2991840,1
plasmid,/home/mitsuki/out/altorf/genome/fasta/GCF_000477435.1_ASM47743v1_plasmid.fna,GCF_000477435.1_ASM47743v1,,0
chromosome,/home/mitsuki/out/altorf/genome/fasta/GCF_001042675.1_ASM104267v1_chromosome.fna,GCF_001042675.1_ASM104267v1,1890857,1
plasmid,/home/mitsuki/out/altorf/genome/fasta/GCF_001042675.1_ASM104267v1_plasmid.fna,GCF_001042675.1_ASM104267v1,,0
chromosome,/home/mitsuki/out/altorf/genome/fasta/GCF_000017425.1_ASM1742v1_chromosome.fna,GCF_000017425.1_ASM1742v1,4087024,1
plasmid,/home/mitsuki/out/altorf/genome/fasta/GCF_000017425.1_ASM1742v1_plasmid.fna,GCF_000017425.1_ASM1742v1,7135,1
chromosome,/home/mitsuki/out/altorf/genome/fasta/GCF_000300005.1_ASM30000v1_chromosome.fna,GCF_000300005.1_ASM30000v1,4928223,1
plasmid,/home/mitsuki/out/altorf/genome/fasta/GCF_000300005.1_ASM30000v1_plasmid.fna,GCF_000300005.1_ASM30000v1,,0
chromosome,/home/mitsuki/out/altorf/genome/fasta/GCF_000189535.1_ASM18953v1_chromosome.fna,GCF_000189535.1_ASM18953v1,4250414,1
plasmid,/home/mitsuki/out/altorf/genome/fasta/GCF_000189535.1_ASM18953v1_plasmid.fna,GCF_000189535.1_ASM18953v1,190450:94456,2
chromosome,/home/mitsuki/out/altorf/genome/fasta/GCF_000959245.1_ASM95924v1_chromosome.fna,GCF_000959245.1_ASM95924v1,3546310:2722556:920205,3
plasmid,/home/mitsuki/out/altorf/genome/fasta/GCF_000959245.1_ASM95924v1_plasmid.fna,GCF_000959245.1_ASM95924v1,,0
chromosome,/home/mitsuki/out/altorf/genome/fasta/GCF_001482365.1_ASM148236v1_chromosome.fna,GCF_001482365.1_ASM148236v1,3504335,1
plasmid,/home/mitsuki/out/altorf/genome/fasta/GCF_001482365.1_ASM148236v1_plasmid.fna,GCF_001482365.1_ASM148236v1,113210:10611:5666:4520,4
chromosome,/home/mitsuki/out/altorf/genome/fasta/GCF_000389635.1_ASM38963v1_chromosome.fna,GCF_000389635.1_ASM38963v1,4990707,1
plasmid,/home/mitsuki/out/altorf/genome/fasta/GCF_000389635.1_ASM38963v1_plasmid.fna,GCF_000389635.1_ASM38963v1,53393,1
chromosome,/home/mitsuki/out/altorf/genome/fasta/GCF_000067205.1_ASM6720v1_chromosome.fna,GCF_000067205.1_ASM6720v1,5287950,1
plasmid,/home/mitsuki/out/altorf/genome/fasta/GCF_000067205.1_ASM6720v1_plasmid.fna,GCF_000067205.1_ASM6720v1,,0
chromosome,/home/mitsuki/out/altorf/genome/fasta/GCF_000577895.1_M2_40_chromosome.fna,GCF_000577895.1_M2_40,2917864:699161,2
plasmid,/home/mitsuki/out/altorf/genome/fasta/GCF_000577895.1_M2_40_plasmid.fna,GCF_000577895.1_M2_40,,0
chromosome,/home/mitsuki/out/altorf/genome/fasta/GCF_000017645.1_ASM1764v1_chromosome.fna,GCF_000017645.1_ASM1764v1,5308934,1
plasmid,/home/mitsuki/out/altorf/genome/fasta/GCF_000017645.1_ASM1764v1_plasmid.fna,GCF_000017645.1_ASM1764v1,316164,1
chromosome,/home/mitsuki/out/altorf/genome/fasta/GCF_000183725.1_ASM18372v1_chromosome.fna,GCF_000183725.1_ASM18372v1,2574824,1
plasmid,/home/mitsuki/out/altorf/genome/fasta/GCF_000183725.1_ASM18372v1_plasmid.fna,GCF_000183725.1_ASM18372v1,118585:71513:51014:3421,4
chromosome,/home/mitsuki/out/altorf/genome/fasta/GCF_000218625.1_ASM21862v1_chromosome.fna,GCF_000218625.1_ASM21862v1,2526590,1
plasmid,/home/mitsuki/out/altorf/genome/fasta/GCF_000218625.1_ASM21862v1_plasmid.fna,GCF_000218625.1_ASM21862v1,,0
chromosome,/home/mitsuki/out/altorf/genome/fasta/GCF_000961095.1_ASM96109v1_chromosome.fna,GCF_000961095.1_ASM96109v1,5749967,1
plasmid,/home/mitsuki/out/altorf/genome/fasta/GCF_000961095.1_ASM96109v1_plasmid.fna,GCF_000961095.1_ASM96109v1,,0
chromosome,/home/mitsuki/out/altorf/genome/fasta/GCF_000062885.1_ASM6288v1_chromosome.fna,GCF_000062885.1_ASM6288v1,8212805,1
plasmid,/home/mitsuki/out/altorf/genome/fasta/GCF_000062885.1_ASM6288v1_plasmid.fna,GCF_000062885.1_ASM6288v1,,0
chromosome,/home/mitsuki/out/altorf/genome/fasta/GCF_000011745.1_ASM1174v1_chromosome.fna,GCF_000011745.1_ASM1174v1,791654,1
plasmid,/home/mitsuki/out/altorf/genome/fasta/GCF_000011745.1_ASM1174v1_plasmid.fna,GCF_000011745.1_ASM1174v1,,0
chromosome,/home/mitsuki/out/altorf/genome/fasta/GCF_001182745.1_NCTC11134_chromosome.fna,GCF_001182745.1_NCTC11134,3648762,1
plasmid,/home/mitsuki/out/altorf/genome/fasta/GCF_001182745.1_NCTC11134_plasmid.fna,GCF_001182745.1_NCTC11134,2657929:15090:96708:41291,4
chromosome,/home/mitsuki/out/altorf/genome/fasta/GCF_001465295.1_ASM146529v1_chromosome.fna,GCF_001465295.1_ASM146529v1,3390388:757205,2
plasmid,/home/mitsuki/out/altorf/genome/fasta/GCF_001465295.1_ASM146529v1_plasmid.fna,GCF_001465295.1_ASM146529v1,,0
chromosome,/home/mitsuki/out/altorf/genome/fasta/GCF_001865855.1_ASM186585v1_chromosome.fna,GCF_001865855.1_ASM186585v1,8304518,1
plasmid,/home/mitsuki/out/altorf/genome/fasta/GCF_001865855.1_ASM186585v1_plasmid.fna,GCF_001865855.1_ASM186585v1,,0
chromosome,/home/mitsuki/out/altorf/genome/fasta/GCF_000023585.1_ASM2358v1_chromosome.fna,GCF_000023585.1_ASM2358v1,7184930,1
plasmid,/home/mitsuki/out/altorf/genome/fasta/GCF_000023585.1_ASM2358v1_plasmid.fna,GCF_000023585.1_ASM2358v1,,0
chromosome,/home/mitsuki/out/altorf/genome/fasta/GCF_000294715.1_ASM29471v1_chromosome.fna,GCF_000294715.1_ASM29471v1,1587646,1
plasmid,/home/mitsuki/out/altorf/genome/fasta/GCF_000294715.1_ASM29471v1_plasmid.fna,GCF_000294715.1_ASM29471v1,,0
chromosome,/home/mitsuki/out/altorf/genome/fasta/GCF_000224985.1_ASM22498v1_chromosome.fna,GCF_000224985.1_ASM22498v1,2066652,1
plasmid,/home/mitsuki/out/altorf/genome/fasta/GCF_000224985.1_ASM22498v1_plasmid.fna,GCF_000224985.1_ASM22498v1,,0
chromosome,/home/mitsuki/out/altorf/genome/fasta/GCF_000010525.1_ASM1052v1_chromosome.fna,GCF_000010525.1_ASM1052v1,5369772,1
plasmid,/home/mitsuki/out/altorf/genome/fasta/GCF_000010525.1_ASM1052v1_plasmid.fna,GCF_000010525.1_ASM1052v1,,0
chromosome,/home/mitsuki/out/altorf/genome/fasta/GCF_001021935.1_ASM102193v1_chromosome.fna,GCF_001021935.1_ASM102193v1,4561137,1
plasmid,/home/mitsuki/out/altorf/genome/fasta/GCF_001021935.1_ASM102193v1_plasmid.fna,GCF_001021935.1_ASM102193v1,,0
chromosome,/home/mitsuki/out/altorf/genome/fasta/GCF_000264455.2_ASM26445v2_chromosome.fna,GCF_000264455.2_ASM26445v2,3919492,1
plasmid,/home/mitsuki/out/altorf/genome/fasta/GCF_000264455.2_ASM26445v2_plasmid.fna,GCF_000264455.2_ASM26445v2,692456:690188:1126962:83885,4
chromosome,/home/mitsuki/out/altorf/genome/fasta/GCF_000176855.2_ASM17685v2_chromosome.fna,GCF_000176855.2_ASM17685v2,5482170,1
plasmid,/home/mitsuki/out/altorf/genome/fasta/GCF_000176855.2_ASM17685v2_plasmid.fna,GCF_000176855.2_ASM17685v2,,0
chromosome,/home/mitsuki/out/altorf/genome/fasta/GCF_000176915.2_ASM17691v2_chromosome.fna,GCF_000176915.2_ASM17691v2,3629109,1
plasmid,/home/mitsuki/out/altorf/genome/fasta/GCF_000176915.2_ASM17691v2_plasmid.fna,GCF_000176915.2_ASM17691v2,,0
chromosome,/home/mitsuki/out/altorf/genome/fasta/GCF_000015505.1_ASM1550v1_chromosome.fna,GCF_000015505.1_ASM1550v1,4410291,1
plasmid,/home/mitsuki/out/altorf/genome/fasta/GCF_000015505.1_ASM1550v1_plasmid.fna,GCF_000015505.1_ASM1550v1,353291:190172:171866:143747:58808:21611:9898:6459,8
chromosome,/home/mitsuki/out/altorf/genome/fasta/GCF_000215705.1_ASM21570v1_chromosome.fna,GCF_000215705.1_ASM21570v1,4070193,1
plasmid,/home/mitsuki/out/altorf/genome/fasta/GCF_000215705.1_ASM21570v1_plasmid.fna,GCF_000215705.1_ASM21570v1,,0
chromosome,/home/mitsuki/out/altorf/genome/fasta/GCF_000283515.1_ASM28351v1_chromosome.fna,GCF_000283515.1_ASM28351v1,4199332,1
plasmid,/home/mitsuki/out/altorf/genome/fasta/GCF_000283515.1_ASM28351v1_plasmid.fna,GCF_000283515.1_ASM28351v1,148801,1
chromosome,/home/mitsuki/out/altorf/genome/fasta/GCF_000007385.1_ASM738v1_chromosome.fna,GCF_000007385.1_ASM738v1,4941439,1
plasmid,/home/mitsuki/out/altorf/genome/fasta/GCF_000007385.1_ASM738v1_plasmid.fna,GCF_000007385.1_ASM738v1,,0
chromosome,/home/mitsuki/out/altorf/genome/fasta/GCF_000348725.1_ASM34872v1_chromosome.fna,GCF_000348725.1_ASM34872v1,2657893,1
plasmid,/home/mitsuki/out/altorf/genome/fasta/GCF_000348725.1_ASM34872v1_plasmid.fna,GCF_000348725.1_ASM34872v1,,0
chromosome,/home/mitsuki/out/altorf/genome/fasta/GCF_000014245.1_ASM1424v1_chromosome.fna,GCF_000014245.1_ASM1424v1,4412446,1
plasmid,/home/mitsuki/out/altorf/genome/fasta/GCF_000014245.1_ASM1424v1_plasmid.fna,GCF_000014245.1_ASM1424v1,343931:131247:47561,3
chromosome,/home/mitsuki/out/altorf/genome/fasta/GCF_000471025.2_ASM47102v2_chromosome.fna,GCF_000471025.2_ASM47102v2,1059583,1
plasmid,/home/mitsuki/out/altorf/genome/fasta/GCF_000471025.2_ASM47102v2_plasmid.fna,GCF_000471025.2_ASM47102v2,7619,1
chromosome,/home/mitsuki/out/altorf/genome/fasta/GCF_000046705.1_ASM4670v1_chromosome.fna,GCF_000046705.1_ASM4670v1,1931047,1
plasmid,/home/mitsuki/out/altorf/genome/fasta/GCF_000046705.1_ASM4670v1_plasmid.fna,GCF_000046705.1_ASM4670v1,,0
chromosome,/home/mitsuki/out/altorf/genome/fasta/GCF_000195775.1_ASM19577v1_chromosome.fna,GCF_000195775.1_ASM19577v1,5459213,1
plasmid,/home/mitsuki/out/altorf/genome/fasta/GCF_000195775.1_ASM19577v1_plasmid.fna,GCF_000195775.1_ASM19577v1,8427,1
chromosome,/home/mitsuki/out/altorf/genome/fasta/GCF_000242595.2_ASM24259v3_chromosome.fna,GCF_000242595.2_ASM24259v3,3285855,1
plasmid,/home/mitsuki/out/altorf/genome/fasta/GCF_000242595.2_ASM24259v3_plasmid.fna,GCF_000242595.2_ASM24259v3,,0
chromosome,/home/mitsuki/out/altorf/genome/fasta/GCF_000025845.1_ASM2584v1_chromosome.fna,GCF_000025845.1_ASM2584v1,934379,1
plasmid,/home/mitsuki/out/altorf/genome/fasta/GCF_000025845.1_ASM2584v1_plasmid.fna,GCF_000025845.1_ASM2584v1,,0
chromosome,/home/mitsuki/out/altorf/genome/fasta/GCF_000284295.1_ASM28429v1_chromosome.fna,GCF_000284295.1_ASM28429v1,8773466,1
plasmid,/home/mitsuki/out/altorf/genome/fasta/GCF_000284295.1_ASM28429v1_plasmid.fna,GCF_000284295.1_ASM28429v1,,0
chromosome,/home/mitsuki/out/altorf/genome/fasta/GCF_000972245.3_ASM97224v3_chromosome.fna,GCF_000972245.3_ASM97224v3,4865574,1
plasmid,/home/mitsuki/out/altorf/genome/fasta/GCF_000972245.3_ASM97224v3_plasmid.fna,GCF_000972245.3_ASM97224v3,95077:58079:84656:69170:56750:69165:10461:5053,8
chromosome,/home/mitsuki/out/altorf/genome/fasta/GCF_000014885.1_ASM1488v1_chromosome.fna,GCF_000014885.1_ASM1488v1,5396476,1
plasmid,/home/mitsuki/out/altorf/genome/fasta/GCF_000014885.1_ASM1488v1_plasmid.fna,GCF_000014885.1_ASM1488v1,,0
chromosome,/home/mitsuki/out/altorf/genome/fasta/GCF_000092405.1_ASM9240v1_chromosome.fna,GCF_000092405.1_ASM9240v1,2405559,1
plasmid,/home/mitsuki/out/altorf/genome/fasta/GCF_000092405.1_ASM9240v1_plasmid.fna,GCF_000092405.1_ASM9240v1,,0
chromosome,/home/mitsuki/out/altorf/genome/fasta/GCF_000340825.1_ASM34082v1_chromosome.fna,GCF_000340825.1_ASM34082v1,821930,1
plasmid,/home/mitsuki/out/altorf/genome/fasta/GCF_000340825.1_ASM34082v1_plasmid.fna,GCF_000340825.1_ASM34082v1,,0
chromosome,/home/mitsuki/out/altorf/genome/fasta/GCF_000340795.1_ASM34079v1_chromosome.fna,GCF_000340795.1_ASM34079v1,833125,1
plasmid,/home/mitsuki/out/altorf/genome/fasta/GCF_000340795.1_ASM34079v1_plasmid.fna,GCF_000340795.1_ASM34079v1,,0
chromosome,/home/mitsuki/out/altorf/genome/fasta/GCF_000340865.1_ASM34086v1_chromosome.fna,GCF_000340865.1_ASM34086v1,810172,1
plasmid,/home/mitsuki/out/altorf/genome/fasta/GCF_000340865.1_ASM34086v1_plasmid.fna,GCF_000340865.1_ASM34086v1,,0
chromosome,/home/mitsuki/out/altorf/genome/fasta/GCF_000340905.1_ASM34090v1_chromosome.fna,GCF_000340905.1_ASM34090v1,822140,1
plasmid,/home/mitsuki/out/altorf/genome/fasta/GCF_000340905.1_ASM34090v1_plasmid.fna,GCF_000340905.1_ASM34090v1,,0
chromosome,/home/mitsuki/out/altorf/genome/fasta/GCF_001685465.1_ASM168546v1_chromosome.fna,GCF_001685465.1_ASM168546v1,3266565:1463510,2
plasmid,/home/mitsuki/out/altorf/genome/fasta/GCF_001685465.1_ASM168546v1_plasmid.fna,GCF_001685465.1_ASM168546v1,127447:14572:53982,3
chromosome,/home/mitsuki/out/altorf/genome/fasta/GCF_000319245.1_ASM31924v1_chromosome.fna,GCF_000319245.1_ASM31924v1,820037,1
plasmid,/home/mitsuki/out/altorf/genome/fasta/GCF_000319245.1_ASM31924v1_plasmid.fna,GCF_000319245.1_ASM31924v1,,0
chromosome,/home/mitsuki/out/altorf/genome/fasta/GCF_000202635.1_ASM20263v1_chromosome.fna,GCF_000202635.1_ASM20263v1,3982034,1
plasmid,/home/mitsuki/out/altorf/genome/fasta/GCF_000202635.1_ASM20263v1_plasmid.fna,GCF_000202635.1_ASM20263v1,,0
chromosome,/home/mitsuki/out/altorf/genome/fasta/GCF_001618885.1_ASM161888v1_chromosome.fna,GCF_001618885.1_ASM161888v1,2659676,1
plasmid,/home/mitsuki/out/altorf/genome/fasta/GCF_001618885.1_ASM161888v1_plasmid.fna,GCF_001618885.1_ASM161888v1,,0
chromosome,/home/mitsuki/out/altorf/genome/fasta/GCF_000941075.1_ASM94107v1_chromosome.fna,GCF_000941075.1_ASM94107v1,1084449,1
plasmid,/home/mitsuki/out/altorf/genome/fasta/GCF_000941075.1_ASM94107v1_plasmid.fna,GCF_000941075.1_ASM94107v1,,0
chromosome,/home/mitsuki/out/altorf/genome/fasta/GCF_000166295.1_ASM16629v1_chromosome.fna,GCF_000166295.1_ASM16629v1,4421911,1
plasmid,/home/mitsuki/out/altorf/genome/fasta/GCF_000166295.1_ASM16629v1_plasmid.fna,GCF_000166295.1_ASM16629v1,187465:42349,2
chromosome,/home/mitsuki/out/altorf/genome/fasta/GCF_000014825.1_ASM1482v1_chromosome.fna,GCF_000014825.1_ASM1482v1,5505494,1
plasmid,/home/mitsuki/out/altorf/genome/fasta/GCF_000014825.1_ASM1482v1_plasmid.fna,GCF_000014825.1_ASM1482v1,,0
chromosome,/home/mitsuki/out/altorf/genome/fasta/GCF_000013745.1_ASM1374v1_chromosome.fna,GCF_000013745.1_ASM1374v1,5513844,1
plasmid,/home/mitsuki/out/altorf/genome/fasta/GCF_000013745.1_ASM1374v1_plasmid.fna,GCF_000013745.1_ASM1374v1,,0
chromosome,/home/mitsuki/out/altorf/genome/fasta/GCF_000013365.1_ASM1336v1_chromosome.fna,GCF_000013365.1_ASM1336v1,5331656,1
plasmid,/home/mitsuki/out/altorf/genome/fasta/GCF_000013365.1_ASM1336v1_plasmid.fna,GCF_000013365.1_ASM1336v1,,0
chromosome,/home/mitsuki/out/altorf/genome/fasta/GCF_000069945.1_ASM6994v1_chromosome.fna,GCF_000069945.1_ASM6994v1,2369219,1
plasmid,/home/mitsuki/out/altorf/genome/fasta/GCF_000069945.1_ASM6994v1_plasmid.fna,GCF_000069945.1_ASM6994v1,,0
chromosome,/home/mitsuki/out/altorf/genome/fasta/GCF_000953215.1_DG5_chromosome.fna,GCF_000953215.1_DG5,2229578,1
plasmid,/home/mitsuki/out/altorf/genome/fasta/GCF_000953215.1_DG5_plasmid.fna,GCF_000953215.1_DG5,,0
chromosome,/home/mitsuki/out/altorf/genome/fasta/GCF_000626635.1_ASM62663v1_chromosome.fna,GCF_000626635.1_ASM62663v1,5132075,1
plasmid,/home/mitsuki/out/altorf/genome/fasta/GCF_000626635.1_ASM62663v1_plasmid.fna,GCF_000626635.1_ASM62663v1,,0
chromosome,/home/mitsuki/out/altorf/genome/fasta/GCF_000022265.1_ASM2226v1_chromosome.fna,GCF_000022265.1_ASM2226v1,4304501,1
plasmid,/home/mitsuki/out/altorf/genome/fasta/GCF_000022265.1_ASM2226v1_plasmid.fna,GCF_000022265.1_ASM2226v1,,0
chromosome,/home/mitsuki/out/altorf/genome/fasta/GCF_000725365.1_ASM72536v1_chromosome.fna,GCF_000725365.1_ASM72536v1,3488643,1
plasmid,/home/mitsuki/out/altorf/genome/fasta/GCF_000725365.1_ASM72536v1_plasmid.fna,GCF_000725365.1_ASM72536v1,88439,1
chromosome,/home/mitsuki/out/altorf/genome/fasta/GCF_000017305.1_ASM1730v1_chromosome.fna,GCF_000017305.1_ASM1730v1,4761183,1
plasmid,/home/mitsuki/out/altorf/genome/fasta/GCF_000017305.1_ASM1730v1_plasmid.fna,GCF_000017305.1_ASM1730v1,182572:12917,2
chromosome,/home/mitsuki/out/altorf/genome/fasta/GCF_000731315.1_RG540_Ch_pA_chromosome.fna,GCF_000731315.1_RG540_Ch_pA,4647962:1807065,2
plasmid,/home/mitsuki/out/altorf/genome/fasta/GCF_000731315.1_RG540_Ch_pA_plasmid.fna,GCF_000731315.1_RG540_Ch_pA,,0
chromosome,/home/mitsuki/out/altorf/genome/fasta/GCF_001761365.1_ASM176136v1_chromosome.fna,GCF_001761365.1_ASM176136v1,3809314,1
plasmid,/home/mitsuki/out/altorf/genome/fasta/GCF_001761365.1_ASM176136v1_plasmid.fna,GCF_001761365.1_ASM176136v1,,0
chromosome,/home/mitsuki/out/altorf/genome/fasta/GCF_000226315.1_ASM22631v1_chromosome.fna,GCF_000226315.1_ASM22631v1,2481983,1
plasmid,/home/mitsuki/out/altorf/genome/fasta/GCF_000226315.1_ASM22631v1_plasmid.fna,GCF_000226315.1_ASM22631v1,,0
chromosome,/home/mitsuki/out/altorf/genome/fasta/GCF_000953435.1_CEM1.1_chromosome.fna,GCF_000953435.1_CEM1.1,357498,1
